Count_Scer,Scer_Esential,AncestralGeneOrder,PreWGD_1,PostWGD_over2,Num_over2,S.cerevisiae.pos1,S.cerevisiae.pos2
2,,1,6,11,11,YDL042C,YOL068C
2,,1,6,11,11,YDL022W,YOL059W
2,,1,6,11,11,YDL019C,YAR042W
2,,1,6,11,11,YDR146C,YLR131C
2,,1,6,10,10,YDR247W,YPL026C
2,,1,6,10,10,YDR253C,YPL038W
2,,1,6,10,10,YDR379W,YOR127W
2,,1,6,10,10,YDR389W,YOR134W
2,,1,6,10,10,YDR409W,YOR156C
2,,1,6,10,10,YDR475C,YOR019W
2,,1,6,10,10,YDR483W,YPL053C
2,,1,6,10,10,YBL067C,YER098W
2,,1,6,10,10,YEL022W,YJR031C
2,,1,6,10,10,YBL059W,YER093C-A
2,,1,4,10,10,YKL201C,YJR061W
2,,1,6,10,10,YBL056W,YER089C
2,,1,6,10,10,YER037W,YGL224C
2,,1,6,10,10,YER057C,YIL051C
2,,1,6,10,10,YER070W,YIL066C
2,,1,6,10,10,YBL043W,YJR115W
2,,1,6,10,10,YFR015C,YLR258W
2,,1,6,10,10,YFR023W,YHR015W
2,,1,6,10,10,YFR024C-A,YHR016C
2,,1,6,10,10,YFR039C,YGL228W
2,,1,6,10,10,YFR040W,YGL229C
2,,1,6,10,10,YGL166W,YPR008W
2,,1,6,10,10,YGL139W,YPL221W
2,,1,6,10,10,YGL049C,YGR162W
2,,1,6,10,10,YGR004W,YLR324W
2,,1,6,10,10,YGR043C,YLR354C
2,,1,6,10,10,YGR108W,YPR119W
2,,1,6,10,10,YGR142W,YPR158W
2,,1,6,10,10,YGR143W,YPR159W
2,,1,6,10,10,YGR279C,YMR305C
2,,1,6,10,10,YHR131C,YNL144C
2,,1,4,10,10,YHR139C,YNL160W
2,,1,6,10,10,YHR146W,YNL173C
2,,1,6,10,10,YIL079C,YDL175C
2,,1,6,10,10,YBR066C,YDR043C
2,,1,5,10,10,YIR018W,YOL028C
2,,1,6,10,10,YJL160C,YKL164C
2,,1,6,10,10,YJL133W,YKR052C
2,,1,6,10,10,YJL112W,YKR036C
2,,1,5,10,10,YJL079C,YKR013W
2,,1,6,10,10,YJL076W,YKR010C
2,,1,6,10,10,YJR091C,YPR042C
2,,1,6,10,10,YJR127C,YML081W
2,,1,6,10,10,YKL127W,YMR105C
2,,1,6,10,10,YKL121W,YMR102C
2,,1,6,10,10,YKL043W,YMR016C
2,,1,6,10,10,YLL021W,YLR313C
2,,1,6,10,10,Scer_YGOB_SDC25,YLR310C
2,,1,6,10,10,YBR140C,YOL081W
2,,1,6,10,10,YLR028C,YMR120C
2,,1,6,10,10,YAL034C,YOR338W
2,,1,5,10,10,YBR161W,YPL057C
2,,1,6,10,10,YBR181C,YPL090C
2,,1,6,10,10,YBR182C,YPL089C
2,,1,6,10,10,YML007W,YDR423C
2,,1,6,10,10,YBR189W,YPL081W
2,,1,6,10,10,YMR119W,YNL008C
2,,1,3,10,10,YMR182C,YPL230W
2,,1,6,10,10,YAL028W,YOR324C
2,,1,6,10,10,YMR233W,YOR295W
2,,1,6,10,10,YNL293W,YOL112W
2,,1,6,10,10,YOR229W,YPL139C
2,,1,6,10,10,YCL025C,YDR508C
2,,1,5,10,10,YCR010C,YNR002C
2,,1,6,10,10,YCR094W,YNR048W
2,,1,5,10,10,YKL032C,YMR072W
2,,1,6,10,10,YDR099W,YER177W
2,,1,6,10,10,YDR111C,YLR089C
2,,1,6,10,10,YDR144C,YLR120C
2,,1,6,10,10,Scer_4.trna15I,Scer_12.trna8I
2,,1,6,9,9,YDR200C,YLR238W
2,,1,6,9,9,YBL091C-A,YER120W
2,,1,6,9,9,YDR309C,YHR061C
2,,1,6,9,9,YDR326C,YHR080C
2,,1,6,9,9,YDR418W,YEL054C
2,,1,6,9,9,YDR492W,YOL101C
2,,1,6,9,9,YEL034W,YJR047C
2,,1,6,9,9,YER019C-A,YER087C-B
2,,1,6,9,9,YBL054W,YER088C
2,,1,6,9,9,YER045C,YIL036W
2,,1,6,9,9,YER067W,YIL057C
2,,1,6,9,9,YFR031C-A,YIL018W
2,,1,6,9,9,YBL027W,YBR084C-A
2,,1,6,9,9,YGL158W,YLR248W
2,,1,6,9,9,YGR097W,YPR115W
2,,1,6,9,9,YGR118W,YPR132W
2,,1,6,9,9,YGR131W,YPR149W
2,,1,6,9,9,YGR214W,YLR048W
2,,1,6,9,9,YGR230W,YHR152W
2,,1,6,9,9,YGR239C,YHR160C
2,,1,5,9,9,YBR020W,YDR009W
2,,1,6,9,9,YBR024W,YBR037C
2,,1,6,9,9,YHR123W,YNL130C
2,,1,6,9,9,YHR155W,YNL257C
2,,1,6,9,9,YIL149C,YKR095W
2,,1,6,9,9,YJL165C,YKL168C
2,,1,6,9,9,YJL159W,YKL163W
2,,1,6,9,9,YBR078W,YDR055W
2,,1,6,9,9,YJL134W,YKR053C
2,,1,6,9,9,YJL129C,YKR050W
2,,1,6,9,9,YJL116C,YKR042W
2,,1,6,9,9,YJL110C,YKR034W
2,,1,6,9,9,YJL084C,YKR021W
2,,1,6,9,9,YBR117C,YPR074C
2,,1,6,9,9,YKR072C,YOR054C
2,,1,6,9,9,YKR078W,YOR069W
2,,1,6,9,9,YKR084C,YOR076C
2,,1,6,9,9,YLL010C,YLR019W
2,,1,4,9,9,YBR150C,YOL089C
2,,1,6,9,9,YLR264W,YOR167C
2,,1,6,9,9,YLR273C,YOR178C
2,,1,6,9,9,YML118W,YMR285C
2,,1,6,9,9,YBR183W,YPL087W
2,,1,6,9,9,YMR177W,YPL224C
2,,1,6,9,9,YMR242C,YOR312C
2,,1,6,9,9,YMR264W,YML101C
2,Essential,1,6,9,9,YOR204W,YPL119C
2,,1,6,9,9,YOR226C,YPL135W
2,,1,6,9,9,YOR247W,YPL163C
2,,1,6,9,9,YCL035C,YDR513W
2,,1,6,9,9,YCR031C,YJL191W
2,,1,6,9,9,YCR034W,YJL196C
2,,1,6,9,9,YCR037C,YJL198W
2,,1,6,9,9,YCR048W,YNR019W
2,,1,6,9,9,YDL229W,YNL209W
2,,1,6,9,9,YDL214C,YNL183C
2,,1,6,9,9,YDL179W,YDL127W
2,,1,6,9,9,YDL048C,YLR375W
2,,1,6,9,9,YDR093W,YER166W
2,,1,6,9,9,YDR098C,YER174C
2,,1,6,9,9,Scer_YGOB_YDR134C,YLR110C
2,,1,3,9,9,Scer_6.trna5Y,Scer_15.trna7Y
2,,1,4,9,9,Scer_2.trna9Q,Scer_4.trna8Q
2,,1,6,9,9,Scer_7.trna19T,Scer_16.trna10T
1,,1,6,8,8,YBL032W
1,,1,6,8,8,YHR154W
1,,1,6,8,8,YJL158C
1,,1,6,8,8,YBR083W
1,,1,6,8,8,YOR267C
1,,1,6,8,8,YMR043W
2,,1,6,8,8,YDR206W,YLR233C
2,,1,4,8,8,YDR259C,YOR028C
2,,1,6,8,8,YDR277C,YOR047C
2,,1,6,8,8,YDR300C,YHR033W
2,,1,6,8,8,YDR348C,YHR097C
2,,1,6,8,8,YDR353W,YHR106W
2,,1,6,8,8,YDR385W,YOR133W
2,,1,6,8,8,YDR436W,YML016C
2,,1,6,8,8,YDR450W,YML026C
2,,1,6,8,8,YDR453C,YML028W
2,,1,6,8,8,YDR463W,YHR006W
2,,1,6,8,8,YBL072C,YER102W
2,,1,6,8,8,YDR505C,YLR177W
2,,1,6,8,8,YEL060C,YOR003W
2,,1,6,8,8,YER027C,YGL208W
2,,1,6,8,8,YER062C,YIL053W
2,,1,6,8,8,YER064C,YIL056W
2,,1,6,8,8,YER081W,YIL074C
2,,1,5,8,8,YAL051W,YOR363C
2,,1,6,8,8,YFR014C,YOL016C
2,,1,6,8,8,YFR053C,YGL253W
2,,1,6,8,8,YGL162W,YPR009W
2,,1,6,8,8,YGL134W,YPL219W
2,,1,6,8,8,YGL096W,YPL177C
2,,1,6,8,8,YGL082W,YPL191C
2,,1,6,8,8,YGL071W,YPL202C
2,,1,6,8,8,YGL063W,YPL212C
2,,1,5,8,8,YBL005W,YGL013C
2,,1,6,8,8,YGR049W,YLR356W
2,,1,6,8,8,YBR005W,YDR003W
2,,1,6,8,8,YGR188C,YJL013C
2,,1,5,8,8,YGR197C,YJR015W
2,,1,6,8,8,YGR221C,YHR149C
2,,1,6,8,8,YGR241C,YHR161C
2,,1,6,8,8,YGR243W,YHR162W
2,,1,6,8,8,YGR254W,YHR174W
2,,1,6,8,8,YHL033C,YLL045C
2,,1,6,8,8,YHR135C,YNL154C
2,,1,6,8,8,YHR203C,YJR145C
2,Essential,1,6,8,8,YBR049C,YDR026C
2,,1,3,8,8,YBR054W,YDR033W
2,,1,6,8,8,YIL148W,YKR094C
2,,1,6,8,8,YIL135C,YNL074C
2,,1,6,8,8,YIL133C,YNL069C
2,,1,6,8,8,YIL123W,YNL066W
2,,1,6,8,8,YIL117C,YNL058C
2,,1,6,8,8,YIL109C,YNL049C
2,,1,6,8,8,YIL105C,YNL047C
2,,1,6,8,8,YJL139C,YKR061W
2,,1,6,8,8,YJL098W,YKR028W
2,,1,6,8,8,YJL083W,YKR019C
2,,1,6,8,8,YJR054W,YML047C
2,,1,6,8,8,YJR066W,YKL203C
2,,1,5,8,8,YKL187C,YLR413W
2,,1,6,8,8,YKL126W,YMR104C
2,,1,6,8,8,YKL072W,YMR053C
2,,1,6,8,8,YKL050C,YMR031C
2,,1,6,8,8,YKR075C,YOR062C
2,,1,6,8,8,YKR077W,YOR066W
2,,1,6,8,8,YLR174W,YNL009W
2,,1,6,8,8,YBR169C,YPL106C
2,,1,6,8,8,YLR437C,YML058W
2,,1,6,8,8,YLR448W,YML073C
2,,1,6,8,8,YLR456W,YPR172W
2,,1,6,8,8,YLR457C,YPR174C
2,,1,3,8,8,YML116W,YMR279C
2,,1,6,8,8,YML111W,YMR275C
2,,1,6,8,8,YML109W,YMR273C
2,,1,6,8,8,YBR191W,YPL079W
2,,1,6,8,8,YAL029C,YOR326W
2,,1,6,8,8,YMR192W,YPL249C
2,,1,6,8,8,YMR198W,YPL253C
2,,1,6,8,8,YMR230W,YOR293W
2,,1,6,8,8,YBR214W,YGL056C
2,,1,5,8,8,YNL195C,YDL223C
2,,1,6,8,8,YNL108C,YOR110W
2,,1,6,8,8,YBR242W,YGL101W
2,,1,6,8,8,YNL065W,YIL120W
2,,1,6,8,8,YOL091W,YBR148W
2,,1,6,8,8,YBR278W,YJL065C
2,,1,2,8,8,YOR153W,YDR406W
2,,1,6,8,8,YOR227W,YPL137C
2,,1,6,8,8,YCL050C,YDR530C
2,,1,6,8,8,YCL048W,YDR522C
2,,1,6,8,8,YCL036W,YDR514C
2,,1,5,8,8,YCL011C,YNL004W
2,,1,6,8,8,YCR067C,YNR026C
2,,1,6,8,8,YCR073W-A,YNR034W
2,,1,6,8,8,YCR091W,YNR047W
2,,1,6,8,8,YDL239C,YNL225C
2,,1,6,8,8,YDL194W,YDL138W
2,,1,6,8,8,YDL155W,YLR210W
2,,1,6,8,8,YDL109C,YGL144C
2,,1,6,8,8,YDL083C,YMR143W
2,,1,6,8,8,YDL082W,YMR142C
2,,1,6,8,8,YDL036C,YOL066C
2,,1,6,8,8,YDR028C,YBR050C
2,,1,6,8,8,YDR085C,YER158C
2,,1,6,8,8,YDR122W,YLR096W
2,,1,6,8,8,YDR132C,YLR108C
2,,1,6,8,8,YDR147W,YLR133W
2,,1,6,8,8,Scer_5.trna10S,Scer_9.trna5S
2,,1,5,8,8,Scer_10.trna18M,Scer_5.trna3M
2,,1,5,8,8,Scer_9.trna2I,Scer_14.trna11I
2,,1,5,8,8,Scer_15.trna11K,Scer_11.trna16K
1,,1,6,7,7,YDR169C
1,Essential,1,6,7,7,YPL204W
1,,1,6,7,7,YAL042W
1,,1,6,7,7,YKL051W
1,,1,6,7,7,YLR278C
1,,1,6,7,7,YMR190C
2,,1,6,7,7,YDR252W,YPL037C
1,,1,6,7,7,YNL199C
2,,1,6,7,7,YDR264C,YOR034C
1,,1,6,7,7,YOR344C
2,,1,6,7,7,YDR273W,YOR042W
1,,1,5,7,7,YCR004C
2,,1,6,7,7,YDR341C,YHR091C
2,,1,6,7,7,YDR438W,YML018C
2,,1,6,7,7,YDR447C,YML024W
2,,1,6,7,7,YDR451C,YML027W
2,,1,6,7,7,YDR501W,YLR183C
2,,1,6,7,7,YER035W,YGL222C
2,,1,6,7,7,YER039C,YGL225W
2,,1,6,7,7,YER056C-A,YIL052C
2,,1,6,7,7,YER059W,YIL050W
2,,1,6,7,7,YER129W,YGL179C
2,,1,6,7,7,YFL048C,YLR080W
2,,1,6,7,7,YGL133W,YPL216W
2,,1,6,7,7,YGL089C,YPL187W
2,,1,6,7,7,YGL031C,YGR148C
2,,1,6,7,7,YGR027C,YLR333C
2,,1,6,7,7,YBR001C,YDR001C
2,,1,2,7,7,YGR071C,YLR373C
2,,1,5,7,7,YGR192C,YJR009C
2,,1,6,7,7,YGR248W,YHR163W
2,,1,6,7,7,YGR273C,YMR295C
2,,1,6,7,7,YHR001W,YKR003W
2,,1,6,7,7,YHR030C,YKL161C
2,,1,6,7,7,YHR047C,YKL157W
2,,1,6,7,7,YHR115C,YNL116W
2,,1,6,7,7,YBR042C,YDR018C
2,,1,6,7,7,YHR133C,YNL156C
2,,1,6,7,7,YHR141C,YNL162W
2,,1,5,7,7,YIL085C,YNL029C
2,,1,6,7,7,YIR033W,YKL020C
2,,1,6,7,7,YJL164C,YKL166C
2,,1,6,7,7,YBR089C-A,YPR052C
2,,1,6,7,7,YAL038W,YOR347C
2,,1,6,7,7,YKL133C,YMR115W
2,,1,6,7,7,YKL105C,YMR086W
2,,1,5,7,7,YKL093W,YMR081C
2,,1,6,7,7,YLR031W,YMR124W
2,,1,6,7,7,YBR147W,YOL092W
2,,1,6,7,7,YLR187W,YNL278W
2,,1,6,7,7,YLR441C,YML063W
2,,1,6,7,7,YLR450W,YML075C
2,,1,6,7,7,YML124C,YML085C
2,,1,6,7,7,YML100W,YMR261C
2,,1,6,7,7,YMR199W,YPL256C
2,,1,6,7,7,YMR243C,YOR316C
2,,1,6,7,7,YNL302C,YOL121C
2,,1,6,7,7,YNL096C,YOR096W
2,,1,6,7,7,YNL095C,YOR092W
2,,1,6,7,7,YNR034W-A,YCR075W-A
2,,1,3,7,7,YPL130W,YOR214C
2,,1,6,7,7,YPL112C,YOR193W
2,,1,6,7,7,YCL037C,YDR515W
2,,1,6,7,7,YPR162C,YLR453C
2,,1,6,7,7,YCR069W,YNR028W
2,,1,4,7,7,YCR089W,YNR044W
2,,1,5,7,7,YDL222C,YNL194C
2,,1,6,7,7,YDL211C,YNL176C
2,,1,6,7,7,YDL204W,YDR233C
2,,1,6,7,7,YDL188C,YDL134C
2,,1,6,7,7,YDL182W,YDL131W
2,,1,6,7,7,YDL181W,YDL130W-A
2,,1,5,7,7,YGR169C-A,YJR005C-A
2,,1,5,7,7,YPL250C,YMR195W
2,,1,6,7,7,YDL085W,YMR145C
2,,1,6,7,7,YDR066C,YER139C
2,,1,6,7,7,YDR069C,YER144C
2,,1,6,7,7,YDR077W,YER150W
2,,1,6,7,7,YDR096W,YER169W
2,,1,6,7,7,YDR125C,YLR099C
2,,1,6,7,7,Scer_CEN5,Scer_CEN9
2,,1,6,7,7,Scer_CEN6,Scer_CEN16
2,,1,4,7,7,Scer_7.trna16E,Scer_12.trna16E
2,,1,6,7,7,Scer_16.trna2E,Scer_7.trna9E
2,,1,5,7,7,Scer_5.trna8H,Scer_7.trna2H
2,,1,3,7,7,Scer_11.trna10H,Scer_13.trna9H
2,,1,3,7,7,Scer_2.trna8L,Scer_4.trna7L
2,,1,3,7,7,Scer_5.trna19R,Scer_4.trna11R
2,,1,5,7,7,Scer_7.trna34W,Scer_10.trna15W
2,,1,6,7,7,Scer_15.trna1G,Scer_14.trna1G
2,,1,5,7,7,Scer_12.trna19L,Scer_11.trna3L
1,Essential,1,6,6,6,YGR218W
1,,1,6,6,6,YEL007W
1,,1,6,6,6,YFL007W
1,,1,6,6,6,YHR084W
1,,1,6,6,6,YIL101C
2,,1,6,6,6,YDR304C,YHR057C
1,,1,6,6,6,YBR059C
1,,1,6,6,6,YMR070W
1,,1,6,6,6,YMR136W
2,,1,6,6,6,YBL087C,YER117W
1,,1,6,6,6,Scer_13.trna6E
2,,1,4,6,6,YDR343C,YHR094C
1,,1,6,6,6,Scer_16.trna9S
2,,1,5,6,6,YDR368W,YOR120W
2,,1,6,6,6,YBL075C,YER103W
2,,1,6,6,6,YDR500C,YLR185W
2,,1,6,6,6,YEL039C,YJR048W
2,,1,6,6,6,YER074W,YIL069C
2,,1,6,6,6,YFL034C-A,YLR061W
2,,1,6,6,6,YGR092W,YPR111W
2,,1,6,6,6,YGR238C,YHR158C
2,,1,6,6,6,YHL035C,YLL048C
2,,1,6,6,6,YBR033W,YKL038W
2,,1,3,6,6,YHR096C,YDR345C
2,,1,6,6,6,YHR117W,YNL121C
2,,1,6,6,6,YIL158W,YKR100C
2,,1,6,6,6,YIL114C,YNL055C
2,,1,0,6,6,YIL011W,YOR010C
2,,1,6,6,6,YJL136C,YKR057W
2,,1,6,6,6,YKL129C,YMR109W
2,,1,6,6,6,YLR249W,YNL014W
2,,1,3,6,6,YLR266C,YOR162C
2,,1,6,6,6,YLR277C,YOR179C
2,,1,6,6,6,YLR287C-A,YOR182C
2,,1,6,6,6,YBR172C,YPL105C
2,,1,6,6,6,YLR449W,YML074C
2,,1,6,6,6,YBR197C,YPL077C
2,,1,6,6,6,YMR183C,YPL232W
2,,1,6,6,6,YMR194W,YPL249C-A
2,,1,6,6,6,YMR206W,YNR014W
2,,1,6,6,6,YBR210W,YGL054C
2,,1,6,6,6,YNL301C,YOL120C
2,,1,6,6,6,YBR241C,YGL104C
2,,1,6,6,6,YNL098C,YOR101W
2,,1,6,6,6,YNL087W,YOR086C
2,,1,6,6,6,YNL001W,YCL001W-B
2,,1,6,6,6,YOL036W,YIR016W
2,,1,6,6,6,YOR016C,YAL007C
2,,1,6,6,6,YBR273C,YJL048C
2,,1,6,6,6,YOR234C,YPL143W
2,,1,6,6,6,YCR005C,YNR001C
2,,1,6,6,6,YNL270C,YEL063C
2,,1,6,6,6,YCR073C,YNR031C
2,,1,6,6,6,YDL161W,YLR206W
2,,1,6,6,6,YDL079C,YMR139W
2,,1,6,6,6,YDL061C,YLR388W
2,,1,6,6,6,YDR107C,YLR083C
2,,1,5,6,6,Scer_CEN8,Scer_CEN11
2,,1,5,6,6,Scer_CEN2,Scer_CEN4
2,,1,5,6,6,Scer_CEN10,Scer_CEN12
2,,1,5,6,6,Scer_CEN13,Scer_CEN15
2,,1,4,6,6,Scer_7.trna25I,Scer_16.trna14I
2,,1,6,6,6,Scer_4.trna6V,Scer_2.trna7V
2,,1,5,6,6,Scer_10.trna23Y,Scer_13.trna2Y
2,,1,5,6,6,Scer_11.trna2N,Scer_12.trna20N
2,,1,5,6,6,Scer_7.trna23N,Scer_16.trna13N
2,,1,6,6,6,Scer_14.trna3T,Scer_15.trna2T
2,,1,4,6,6,Scer_2.trna12C,Scer_16.trna4C
2,,1,6,5,5,YDR178W,YLR164W
2,,1,6,5,5,YDR223W,YLR223C
2,,1,6,5,5,YDR263C,YOR033C
2,,1,6,5,5,YDR272W,YOR040W
2,,1,6,5,5,YBL089W,YER119C
2,,1,6,5,5,YDR312W,YHR066W
2,,1,5,5,5,YDR342C,YHR092C
1,,1,6,5,5,YDR208W
1,,1,6,5,5,YER130C
1,,1,6,5,5,YGR009C
1,,1,6,5,5,YGR086C
1,,1,6,5,5,YGR094W
1,,1,6,5,5,YBR023C
1,,1,6,5,5,YHL009C
1,,1,6,5,5,YHL007C
1,,1,6,5,5,YHR042W
1,,1,6,5,5,YBR057C
1,,1,6,5,5,YIL107C
1,,1,6,5,5,YAL040C
2,,1,6,5,5,YDR441C,YML022W
2,,1,6,5,5,YDR471W,YHR010W
1,,1,6,5,5,YJL154C
1,,1,6,5,5,YJR092W
2,,1,6,5,5,YDR490C,YOL100W
2,,1,6,5,5,YDR502C,YLR180W
1,,1,6,5,5,YBR108W
2,,1,6,5,5,YBL069W,YER101C
1,,1,6,5,5,YBR130C
1,,1,5,5,5,YLL028W
2,,1,6,5,5,YBL061C,YER096W
1,,1,2,5,5,YLR130C
1,,1,6,5,5,YLR190W
2,,1,6,5,5,YEL030W,YJR045C
1,,1,6,5,5,YLR380W
1,,1,6,5,5,YLR403W
1,,1,4,5,5,YML051W
1,,1,6,5,5,YOL070C
1,,1,5,5,5,,YAL018C
1,,1,6,5,5,YOR007C
1,,1,6,5,5,YOR043W
1,,1,6,5,5,YOR239W
1,,1,6,5,5,YPR181C
1,,1,6,5,5,YCR009C
1,,1,6,5,5,YPL129W
1,,1,6,5,5,YNL030W
1,,1,6,5,5,YNL031C
1,,1,6,5,5,YCR084C
1,,1,5,5,5,YPR165W
1,,1,6,5,5,YDL233W
1,,1,6,5,5,YDR006C
1,,1,6,5,5,YDR052C
1,,1,5,5,5,Scer_5.trna9Q
2,,1,4,5,5,YFR017C,YOL024W
2,,1,6,5,5,YBL030C,YBR085W
2,,1,6,5,5,YGR034W,YLR344W
2,,1,6,5,5,YGR038W,YLR350W
2,,1,6,5,5,YGR136W,YPR154W
2,,1,6,5,5,YGR141W,YPR157W
2,,1,6,5,5,YHL034C,YLL046C
2,,1,6,5,5,YHL001W,YKL006W
2,,1,6,5,5,YHR021C,YKL156W
2,,1,6,5,5,YBR048W,YDR025W
2,,1,5,5,5,YBR052C,YDR032C
2,,1,6,5,5,YIL156W,YKR098C
2,,1,6,5,5,YIL151C,YKR096W
2,,1,6,5,5,YIL138C,YNL079C
2,,1,6,5,5,YIR021W,YKL011C
2,,1,6,5,5,YJL177W,YKL180W
2,,1,6,5,5,YJL099W,YKR027W
2,,1,5,5,5,YJL082W,YKR018C
2,,1,6,5,5,YJR094W-A,YPR043W
2,,1,6,5,5,YKL141W,YMR118C
2,,1,6,5,5,YKL065C,YMR040W
2,,1,6,5,5,YBR121C,YPR081C
2,,1,6,5,5,YKR091W,YOR083W
2,,1,6,5,5,YBR145W,YOL086C
2,,1,6,5,5,YLR433C,YML057W
2,,1,6,5,5,YML125C,YML087C
2,,1,6,5,5,YAL030W,YOR327C
2,,1,6,5,5,YMR180C,YPL228W
2,,1,6,5,5,YMR207C,YNR016C
2,,1,6,5,5,YMR237W,YOR299W
2,,1,6,5,5,YNL309W,YOL131W
2,,1,6,5,5,YNL298W,YOL113W
2,,1,6,5,5,YNL104C,YOR108W
2,,1,6,5,5,YBR270C,YJL058C
2,,1,5,5,5,YBR284W,YJL070C
2,,1,6,5,5,YCL051W,YDR528W
2,,1,6,5,5,YCR024C-A,YEL017C-A
2,,1,6,5,5,YDL191W,YDL136W
2,,1,6,5,5,YDL012C,YBR016W
2,,1,6,5,5,YBL106C,YPR032W
2,,1,6,5,5,YDR151C,YLR136C
2,,1,6,5,5,Scer_CEN1,Scer_CEN7
2,,1,6,5,5,Scer_CEN3,Scer_CEN14
2,,1,6,5,5,Scer_6.trna3F,Scer_16.trna5F
2,,1,5,5,5,Scer_4.trna21F,Scer_8.trna7F
2,,1,6,5,5,Scer_12.trna11V,Scer_15.trna16V
2,,1,4,5,5,Scer_6.trna8A,Scer_8.trna6A
2,,1,6,5,5,Scer_6.trna7S,Scer_15.trna5S
2,,1,4,5,5,Scer_10.trna20G,Scer_5.trna1G
2,,1,6,5,5,Scer_9.trna10E,Scer_5.trna7E
2,,1,6,5,5,Scer_16.trna17I,Scer_12.trna21I
2,,1,5,5,5,Scer_6.trna10K,Scer_9.trna6K
2,,1,6,5,5,Scer_16.trna8F,Scer_2.trna2F
2,,1,4,5,5,Scer_4.trna5S,Scer_2.trna5S
2,,1,2,5,5,Scer_7.trna12V,Scer_7.trna29V
2,,1,6,5,5,Scer_10.trna12M,Scer_10.trna16M
2,,1,6,5,5,Scer_7.trna21K,Scer_16.trna11K
2,,1,6,5,5,Scer_16.trna7K,Scer_7.trna5K
2,,1,4,5,5,Scer_5.trna4Q,Scer_3.trna8Q
2,,1,6,5,5,Scer_2.trna13E,Scer_7.trna10E
0,,1,6,5,5
2,,1,3,4,4,YDR034W-B,YBR056W-A
2,,1,2,4,4,YIL013C,YOR011W
2,,1,6,4,4,YDR358W,YHR108W
2,,1,6,4,4,YDR480W,YPL049C
2,,1,6,4,4,YDR497C,YOL103W
2,,1,6,4,4,YBL068W,YER099C
2,,1,6,4,4,YER031C,YGL210W
1,,1,5,4,4,YDR276C
1,,1,6,4,4,YDR310C
2,,1,6,4,4,YAL053W,YOR365C
1,Essential,1,6,4,4,YMR001C
1,Essential,1,6,4,4,YDL126C
1,,1,6,4,4,YEL027W
1,,1,6,4,4,YER026C
1,,1,6,4,4,YER048C
1,,1,6,4,4,YBL049W
1,,1,6,4,4,YBL047C
1,,1,6,4,4,YER109C
1,,1,6,4,4,YFR002W
1,,1,6,4,4,YFR021W
1,,1,6,4,4,YBL024W
1,,1,6,4,4,YBL001C
1,,1,6,4,4,YGR082W
1,,1,6,4,4,YGR130C
2,,1,6,4,4,YBL039C,YJR103W
1,,1,6,4,4,YGR284C
